conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d36178d1-07fa-44c5-8b19-0ca637256261,skill/competence,sector-specific,develop new installations,"new installation development
new installations development
design of new facilities
designing new facilities
development of new installations
new facilities designing
developing of new installations
developing new installations
design new facilities",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Design and develop new facilities and installations, conduct feasibility studies."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d363a804-68b1-42bd-97b2-88edb5e8010e,knowledge,occupation-specific,electrical operation of trolley buses,"locomotion of electric trolley buses
electric trolley bus driving
systems of electric trolley buses
operation of trolley buses
motion of electric trolley buses
driving of electric trolley buses
moving of electric trolley buses
operation of electric trolley buses",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The electrical operation of a trolley bus, including the use of two wires and poles to complete the electrical circuit of the bus."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3672a07-6a5b-49f4-bdd3-fcd539594556,knowledge,occupation-specific,biodiesel,biodiesel fuel,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",The vegetable oil or animal fat based diesel fuel made by lipids reacting with alcohols.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d375cec2-d157-47f3-8d45-708741273e39,skill/competence,occupation-specific,provide emergency supplies,"delivering emergency supplies
deliver emergency supplies
emergency supplies delivering
emergency supplies providing
providing emergency supplies",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify the need for supplies in emergency aid, such as specialised equipment for waste removal and transportation, or supplies to aid victims, and ensure the necessary supplies are delivered."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d37bc902-f640-48d7-9db4-544db9aa65fa,skill/competence,occupation-specific,prepare financial projections,"create financial projections
formulate financial projections
make financial projections ready
prepare finance projections
preparing financial projections
prepare financial projection",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Gather financial data, exert analyses, and come up with financial projections for small and big businesses."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d37c3b99-7e6c-44b6-81ea-f5d6e0b71a8d,knowledge,sector-specific,cardiology,"disorders of the heart
diseases and disorders of the heart
disorders and diseases of the heart",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Cardiology is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d37e8c7f-6c2e-4cd5-ab14-d22db7aa581f,skill/competence,cross-sector,prepare warranty documents for electrical household appliances,"preparing warranty documents for electrical household appliances
arrange warranty documents for electrical household appliances
supply warranty documents for electrical household appliances
provide warranty documents for electrical household appliances
prepare warranty documents for an electrical household appliance
develop warranty documents for electrical household appliances
plan warranty documents for electrical household appliances
prepare a warranty document for electrical household appliances",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Compose warranty forms for electrical household equipment sold to customers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38055cc-7c76-4e5e-90e7-5bb5d5851a92,skill/competence,sector-specific,coordinate the allocation of Mode S radars to Interrogator Codes,"coordinate the assigning of Interrogator Codes to Mode S radars
coordinate the allocation and use of Interrogator Codes with Mode S radars
coordinate the allocation of Interrogator Codes to Mode S radars
ensure safe operation of Mode S radar systems
ensure Mode S radars are configured with interrogator Codes
coordinate the allocation and use of Mode S radars with IC
coordinate the allocation and use of Mode S radars with Interrogator Codes
coordinate the allocation and use of Mode S Secondary Surveillance Radars with Interrogator Codes
match Mode S radar systems with allocated Interrogator Codes
configure Mode S radars with appropriate Interrogator Codes
ensure correct and safe operation of Mode S radar systems",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Ensure correct and safe operation of Mode S Secondary Surveillance Radars. Ensure they are configured with an Interrogator Code (IC) allocated specifically to each radar.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38871eb-b988-495e-8fca-345677b597a8,knowledge,cross-sector,state estimation,"state inference
energy state estimation
state estimation and prediction",,released,2023-10-26T10:18:56.934Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The process of fusing input data measurements and a mathematical model to determine the internal state of an energy system.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38903da-78e6-4127-afab-a1a171c5a026,skill/competence,occupation-specific,filter paint,"removing paint impurities
paint filtering
remove paint impurities
paint impurities removing
filtering paint",,released,2023-12-01T12:09:27.669Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Filter the impurities from the paint.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38f2c46-d887-4ba5-a69b-92b613f75b22,skill/competence,sector-specific,sell second-hand merchandise,"dispose of second-hand merchandise
second-hand merchandise selling
barter second-hand merchandise
second-hand merchandise sales
market second-hand merchandise
selling second-hand merchandise
trade second-hand merchandise",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Sell second-hand goods by promoting the available merchandise in the store.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d39022ab-d102-4720-b689-540d6f056b17,knowledge,sector-specific,public administration,"public governance
government administration
public bodies administration
public sector management
public service administration",,released,2024-01-29T11:31:39.699Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The field where policy acts to pursue the improvement of public goods and produce beneficial changes in societies. Includes the set of public entities and bodies that serve the public interest, within the framework of local, regional, or state government."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d395175b-0902-4cfe-928c-f83d8bf12564,knowledge,sector-specific,olfaction,"olfactory sensing
sense of smell
smelling
olfactory sense",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The sense of smell with its characteristics for the main olfactory systems and the more specific systems such as human olfactory system or accessory olfactory system.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d397a883-8e97-4b7e-bfd2-d07fc0aa6d3d,knowledge,occupation-specific,types of folders,"type of folder
categories of folders
varieties of folders
sorts of folders
kinds of folders",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The distinction between buckle folders; where paper is folded and squeezed, plow folders that reduce printing costs and include several glue systems, and knife folders that strike the paper between two rollers by using knives through cross folding."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3991af1-c3ca-4f8d-b2b3-2d8adee67bce,skill/competence,occupation-specific,plan animal breeding programmes,"create animal breeding programme plan
design animal breeding programmes
plan animal breeding initiatives
plan breeding initiatives for animals
develop responsible animal breeding programmes
plan animal breeding programs
design responsible breeding programmes for animals
plan animal breeding project
plan breeding programme for animals
create animal breeding programmes
prepare animal breeding programmes
produce animal breeding programme plan
prepare animal breeding initiatives",,released,2016-12-20T21:21:45Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Plan a responsible animal breeding programme with a clearly defined purpose. Assess the needs of the animal and how they may be addressed or affected throughout the breeding programme. Communicate the breeding programme to those who will be involved in its implementation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d39a5880-7d0a-4573-9f70-a75ff875bf83,skill/competence,cross-sector,provide lesson materials,"make lesson materials available
provides lesson materials
offer lesson materials
providing lesson materials
supply lesson materials",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ensure that the necessary materials for teaching a class, such as visual aids, are prepared, up-to-date, and present in the instruction space."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d39ee246-1eae-4e56-b7b7-ea341c6dfbfe,skill/competence,sector-specific,evaluate cultural venue visitor needs,"identify cultural visitors' expectations and needs
evaluate venue and cultural visitor needs
develop programme to meet cultural visitor's expectations
evaluate needs of cultural venue visitors",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assess the needs and expectations of museum and any art facility visitors in order to regularly develop new programmes and activities.
